fgood,cbinq,cbline,cbterm,cblineut,cbtob,cbdpd,cbnew,pmt,tob,dpd,dep,dc,od,home,dd,online,period
No,2,3,1,38.96218088,6,No,No,P,3,Medium,10037.06,24,0,No,0,No,12/31/2017
No,1,2,0,27.59458156,8,No,No,P,5,Medium,13821.37,35,0,Yes,1,Yes,5/31/2018
No,0,1,0,32.59834713,8,Yes,Yes,A,5,High,14662.11,24,0,Yes,1,Yes,2/28/2018
No,1,0,0,36.45121068,6,No,No,M,3,High,10016.39,17,0,No,1,Yes,2/28/2018
No,0,2,1,54.12566098,5,No,No,P,4,Low,14272.24,24,2,No,1,Yes,3/31/2018
No,0,1,1,38.24982765,6,No,No,M,2,Medium,13684.36,23,1,No,1,Yes,5/31/2018
No,2,3,1,54.62182164,4,No,Yes,M,1,High,10295.78,14,2,No,0,Yes,12/31/2017
No,1,1,0,33.14388075,5,No,No,M,3,Medium,13611.04,17,0,No,1,No,2/28/2018
No,1,3,1,63.0622646,5,No,No,A,3,Medium,8933.98,22,0,No,1,No,6/30/2018
No,1,3,1,45.07169232,4,No,No,A,2,High,8478.57,24,0,No,0,Yes,4/30/2018
No,2,1,1,59.21602147,5,No,No,A,1,Medium,8741.44,14,0,Yes,2,No,8/31/2018
No,0,1,0,32.81325672,5,No,No,M,2,Medium,14487.28,22,0,Yes,1,Yes,1/31/2018
No,0,0,0,27.87682398,7,No,No,M,4,Medium,11540.59,21,0,No,2,No,2/28/2018
No,1,4,0,45.9041137,3,No,No,M,2,Low,14678.55,18,1,No,0,Yes,9/30/2018
No,2,4,1,34.53337554,7,No,No,M,3,Medium,12467.78,20,0,No,0,Yes,4/30/2018
No,1,3,0,40.87189858,5,No,No,M,3,Medium,15385.51,20,0,Yes,0,Yes,12/31/2017
No,2,5,1,62.35591782,6,Yes,No,M,0,High,12022.46,22,2,No,0,Yes,7/31/2018
No,2,2,0,25.46502059,7,No,No,M,2,Medium,12728.7,21,0,No,0,Yes,7/31/2018
No,1,3,0,27.94114078,6,No,No,M,2,Low,9645.12,27,0,No,0,Yes,2/28/2018
No,2,3,1,42.9693118,7,No,No,M,0,Low,11915.68,20,2,No,0,Yes,9/30/2018
No,2,2,0,50.2734895,6,No,Yes,P,3,Medium,12927.7,27,1,Yes,0,No,9/30/2018
No,0,0,0,46.17986982,5,No,No,A,4,Medium,15174.26,15,0,Yes,1,Yes,2/28/2018
No,1,2,1,50.33228795,4,No,No,M,2,Medium,12212.62,26,2,No,0,Yes,2/28/2018
No,1,2,0,57.80888528,5,Yes,Yes,M,2,High,10123.24,22,0,No,0,Yes,3/31/2018
No,1,1,0,53.4497521,4,No,No,P,5,Medium,19461.84,16,0,Yes,2,Yes,8/31/2018
No,1,1,0,58.56768746,4,No,No,A,3,Low,10997.63,23,2,No,1,Yes,5/31/2018
No,1,3,1,45.1781492,7,No,Yes,A,3,Medium,10614.31,22,2,No,0,No,6/30/2018
No,0,0,0,56.94578223,5,No,No,M,3,Medium,10413.42,21,0,No,0,Yes,7/31/2018
No,0,1,1,13.96083554,6,No,No,M,1,Medium,13825.84,18,1,No,0,Yes,1/31/2018
No,0,1,0,22.41322013,6,No,No,A,5,Medium,15111.52,27,0,No,2,No,2/28/2018
No,0,1,0,39.95231148,5,No,No,M,4,Medium,16215.89,23,0,No,1,No,12/31/2017
No,1,0,0,39.01725749,7,No,No,M,2,Medium,12526.49,24,0,No,0,Yes,3/31/2018
No,1,2,0,49.57985554,7,No,No,M,3,Medium,11155.81,21,0,No,0,No,6/30/2018
No,2,3,1,49.33060312,5,Yes,Yes,M,1,High,12185.4,17,2,No,0,Yes,9/30/2018
No,2,2,1,19.13767272,6,No,No,M,3,Medium,13397.01,25,1,No,1,No,4/30/2018
No,0,0,0,41.00186691,7,No,No,M,3,Medium,11651.27,18,0,Yes,1,Yes,4/30/2018
No,1,1,0,36.41051312,6,No,No,M,2,Medium,12126.16,20,1,No,2,No,8/31/2018
No,0,1,0,34.88957625,7,No,No,A,2,Medium,13908.49,18,0,Yes,1,Yes,5/31/2018
No,2,3,1,23.1657791,4,Yes,Yes,A,3,Low,14062.12,19,2,Yes,1,Yes,5/31/2018
No,1,2,1,53.10875572,5,No,No,A,4,Medium,12297.55,23,2,No,0,No,5/31/2018
No,2,3,2,70.70458436,5,Yes,Yes,M,0,High,3638.94,25,2,No,0,Yes,4/30/2018
No,1,1,0,30.05516506,7,No,No,P,3,Medium,16482.87,22,0,Yes,2,No,12/31/2017
No,1,1,1,54.18014064,5,Yes,No,A,1,High,9781.19,18,0,No,1,Yes,3/31/2018
No,1,2,2,35.4219262,7,No,No,M,3,Medium,11447.35,28,0,No,0,Yes,12/31/2017
No,1,0,1,53.41841353,5,No,No,M,4,Medium,15167.73,23,2,No,1,No,8/31/2018
No,2,1,1,65.20317275,6,No,No,P,5,High,11516.45,20,0,Yes,1,Yes,2/28/2018
No,0,0,0,41.84378925,8,No,No,P,5,Medium,14436.98,45,0,Yes,1,No,2/28/2018
No,1,2,0,54.39023846,5,Yes,No,A,3,High,14681.01,24,1,Yes,1,Yes,7/31/2018
No,0,0,0,32.25418445,5,No,No,P,5,Medium,21164.02,25,0,Yes,2,Yes,6/30/2018
No,1,1,0,37.18628949,6,No,No,P,5,Medium,17824.58,26,0,Yes,1,No,5/31/2018
No,1,1,0,57.4539474,8,No,No,A,3,Medium,13701.78,24,1,Yes,1,No,5/31/2018
No,2,4,1,46.0359392,6,No,No,M,0,High,5247.11,21,1,No,0,Yes,4/30/2018
No,2,2,0,43.45423241,6,No,No,M,4,Medium,8107.51,17,0,No,1,No,4/30/2018
No,0,0,0,46.0605541,5,No,No,A,5,Medium,13909.46,25,0,Yes,1,Yes,9/30/2018
No,2,2,0,45.58886845,7,No,No,A,5,Medium,13531.14,19,0,Yes,1,No,8/31/2018
No,2,3,1,44.04289539,6,No,No,A,5,Medium,12067.03,19,0,No,1,No,5/31/2018
No,0,1,1,48.12576077,5,No,No,A,3,Low,13807.65,21,0,No,1,No,7/31/2018
No,1,1,1,52.09525518,6,No,No,A,2,Medium,10703.65,25,1,No,1,Yes,4/30/2018
No,1,1,0,39.42528168,6,No,No,M,2,Medium,15653.35,12,0,Yes,1,Yes,5/31/2018
No,2,2,1,49.08150418,5,No,No,A,5,Medium,10599.95,24,1,No,1,No,8/31/2018
No,0,3,1,51.191485,7,No,No,A,3,Medium,9851.37,19,0,No,1,No,8/31/2018
No,1,2,1,21.49790414,7,No,No,A,4,Medium,15693.3,22,0,Yes,2,Yes,9/30/2018
No,1,1,0,26.49134461,8,No,No,M,4,Medium,10381.49,27,0,No,1,No,1/31/2018
No,1,0,0,16.76377265,6,No,No,P,5,Medium,17141.11,21,0,Yes,1,No,3/31/2018
No,1,3,0,68.7948547,5,No,No,P,4,Medium,13546.08,24,0,Yes,0,Yes,2/28/2018
No,1,1,0,40.29647212,6,No,No,A,3,Medium,16518.53,20,0,Yes,0,Yes,3/31/2018
No,1,2,0,49.44582267,5,No,No,A,1,Medium,12769.18,19,1,No,1,Yes,6/30/2018
No,1,3,1,53.36605357,6,No,No,M,1,Low,9149.47,23,2,No,0,Yes,6/30/2018
No,1,1,0,22.63607637,8,No,No,M,4,Medium,13056.74,30,0,Yes,1,Yes,12/31/2017
No,1,2,1,53.55553918,5,Yes,Yes,M,1,Medium,10184.01,16,0,Yes,0,Yes,4/30/2018
No,2,2,2,43.93854886,5,No,No,P,5,Medium,11998.47,31,0,No,0,No,2/28/2018
No,2,2,1,37.42474458,5,No,No,M,2,Medium,14763.29,15,2,No,0,Yes,1/31/2018
No,2,2,1,29.65350544,5,No,No,A,5,Medium,13263.42,28,0,No,1,Yes,1/31/2018
No,1,1,1,44.27051923,8,Yes,No,M,2,Low,13208.06,18,1,No,0,Yes,5/31/2018
No,2,1,0,37.80717114,4,No,No,P,4,Medium,15666.02,19,1,Yes,2,No,6/30/2018
No,0,2,0,38.84133953,5,Yes,Yes,M,3,Low,11230.11,20,0,No,1,No,12/31/2017
No,0,0,0,40.04894201,7,No,No,P,3,Medium,14036.42,22,0,Yes,2,Yes,6/30/2018
No,2,2,0,48.19121859,6,No,No,M,2,Medium,14160.06,24,1,No,0,No,1/31/2018
No,1,2,0,35.94989932,7,No,No,A,2,Medium,12304.07,21,0,No,1,No,1/31/2018
No,0,2,1,45.95881228,3,No,No,M,1,Medium,12507.13,23,2,No,0,Yes,8/31/2018
No,2,2,1,51.65876589,5,No,No,P,3,Low,15416.3,21,0,Yes,0,No,6/30/2018
No,1,2,0,16.47177987,5,No,No,M,4,High,10732.47,26,1,No,0,Yes,8/31/2018
No,2,1,1,41.17927509,8,No,No,A,3,High,12287.37,22,2,No,1,No,4/30/2018
No,2,3,1,48.34356031,5,No,No,A,2,Medium,14428.8,19,0,No,0,No,1/31/2018
No,1,1,0,45.54562089,6,No,No,P,4,Medium,16665.37,18,0,Yes,2,Yes,6/30/2018
No,0,2,0,30.53015736,5,No,No,A,4,Medium,12373.56,31,0,Yes,0,No,2/28/2018
No,0,1,0,32.10584576,6,No,No,M,3,High,12271.31,13,0,No,0,Yes,2/28/2018
No,0,0,0,39.28636775,7,No,No,A,5,Medium,14181.05,24,0,No,1,No,9/30/2018
No,0,0,0,38.52565479,8,No,No,A,5,Medium,15902.56,30,0,No,0,Yes,3/31/2018
No,1,0,0,29.22209175,5,No,No,A,3,Medium,13593.38,31,0,No,1,Yes,2/28/2018
No,1,2,1,38.9972714,8,No,No,M,1,Medium,10511.95,22,1,No,0,Yes,3/31/2018
No,2,0,0,17.70514781,5,No,No,A,5,Medium,16513.73,26,1,Yes,2,Yes,8/31/2018
No,0,0,0,26.70029551,6,No,No,M,5,Medium,17528.15,31,0,No,1,Yes,9/30/2018
No,1,3,1,37.67886315,3,No,No,M,4,Low,15262.85,13,0,No,0,Yes,6/30/2018
No,2,4,1,56.7652732,3,No,Yes,M,1,Medium,11912.85,11,2,Yes,0,Yes,4/30/2018
No,2,2,1,37.52590603,6,No,No,P,5,Medium,14873.56,25,0,Yes,0,Yes,8/31/2018
No,1,3,0,56.33062709,7,No,No,P,3,Low,17389.61,15,0,No,0,Yes,4/30/2018
No,0,0,0,36.97154895,5,No,No,M,3,Medium,16484.26,33,2,No,0,Yes,9/30/2018
No,1,1,0,47.60001743,5,No,No,A,5,High,14562.92,27,0,No,0,Yes,1/31/2018
No,1,3,0,46.65032942,5,Yes,No,P,4,High,16788.6,23,0,Yes,0,Yes,4/30/2018
No,0,1,1,15.28172863,5,No,No,M,2,Medium,7755.95,26,0,No,1,Yes,6/30/2018
No,2,3,2,29.10144691,4,No,Yes,A,2,Low,10630,12,1,No,0,Yes,9/30/2018
No,2,2,2,51.48454221,5,No,No,M,2,Medium,10321.44,21,1,Yes,1,Yes,3/31/2018
No,1,2,0,29.19991633,7,No,No,M,1,Medium,9707.17,21,2,No,1,Yes,6/30/2018
No,1,0,0,12.17159574,8,No,No,A,5,Medium,17831.77,24,0,Yes,1,Yes,9/30/2018
No,0,0,0,22.29134695,5,No,No,M,3,Medium,15268.36,21,0,No,1,Yes,4/30/2018
No,2,2,1,53.41828809,7,No,No,M,3,Medium,10813.53,19,0,No,0,Yes,9/30/2018
No,2,2,0,52.59385545,4,No,No,A,5,High,14605.6,28,2,No,0,Yes,1/31/2018
No,2,3,2,63.88013146,5,No,No,M,2,Low,8096.33,22,2,No,0,Yes,4/30/2018
No,1,2,0,22.92986491,7,No,No,A,3,Medium,17187.25,25,0,Yes,0,No,5/31/2018
No,1,1,0,56.46937326,7,No,No,A,3,High,8975.83,23,0,No,1,No,1/31/2018
No,1,3,1,53.67598586,5,No,No,M,2,Medium,12443.23,18,1,No,1,Yes,7/31/2018
No,1,2,0,47.18454024,6,No,No,A,2,Medium,16613.3,22,1,Yes,0,No,4/30/2018
No,1,2,0,51.35251864,6,No,No,M,4,Low,7772.58,21,0,No,0,No,12/31/2017
No,1,2,0,28.87975252,8,No,No,A,2,Medium,6941.44,19,0,No,1,No,5/31/2018
No,0,1,0,36.0944211,3,No,No,P,5,Medium,13715.41,25,0,Yes,2,Yes,7/31/2018
No,0,0,0,21.58038031,6,No,No,M,5,Medium,16145.09,27,0,Yes,2,Yes,2/28/2018
No,0,1,0,66.68952907,7,No,No,M,2,Medium,8288,26,0,No,0,No,7/31/2018
No,1,3,0,32.57833293,6,No,No,M,3,Medium,14137.33,18,2,No,1,No,3/31/2018
No,1,3,1,51.25858848,6,No,No,A,2,Medium,9512.93,29,0,No,0,No,6/30/2018
No,0,2,0,51.41611911,5,No,No,P,5,Medium,18973.92,20,0,Yes,2,Yes,7/31/2018
No,1,1,0,39.60842341,6,No,No,A,3,Medium,16541.84,27,0,Yes,0,Yes,3/31/2018
No,1,4,1,44.5048732,6,No,No,P,3,Low,13383.17,15,0,No,0,No,12/31/2017
No,0,1,0,37.48396099,7,No,No,M,4,Medium,15485.24,27,0,Yes,1,Yes,5/31/2018
No,1,1,2,34.62131933,8,No,No,M,0,Medium,13340.07,16,0,No,0,Yes,2/28/2018
No,1,3,1,26.53424702,5,No,No,P,3,Medium,12771.04,31,0,Yes,1,No,2/28/2018
No,2,3,2,51.72440259,3,No,No,A,3,Low,14204.18,21,2,No,0,No,3/31/2018
No,1,1,1,30.26648494,4,No,No,A,3,Low,11260,26,1,Yes,1,No,6/30/2018
No,1,2,0,37.87985986,7,No,No,A,3,Medium,8970.35,26,0,No,1,Yes,1/31/2018
No,1,3,0,13.06483243,6,No,No,A,4,Low,17162.08,15,0,Yes,1,No,6/30/2018
No,1,2,0,26.44889069,8,No,No,M,1,Medium,11690.43,23,0,No,0,Yes,8/31/2018
No,1,1,1,51.52692477,8,No,No,P,5,Medium,16473.13,30,0,Yes,1,No,1/31/2018
No,2,1,0,37.88562524,5,No,No,M,3,Medium,14222.58,14,0,No,0,Yes,8/31/2018
No,0,0,0,24.35357215,6,No,No,P,5,Medium,17233.28,31,1,Yes,2,No,1/31/2018
No,1,1,0,36.07785247,6,No,No,M,3,Medium,15554.39,23,2,Yes,2,Yes,9/30/2018
No,0,1,0,35.82129724,8,No,No,A,3,Medium,11935.18,27,0,No,1,Yes,12/31/2017
No,2,1,1,47.08997898,8,No,No,A,1,Medium,12508.24,20,0,No,0,Yes,6/30/2018
No,1,1,1,56.85562859,7,No,No,A,2,Medium,13456.69,20,0,Yes,0,No,2/28/2018
No,0,1,0,32.15638372,3,No,Yes,A,5,Medium,11681.76,34,0,Yes,2,No,3/31/2018
No,1,0,0,41.70920166,6,No,No,P,3,Medium,15434.45,29,1,Yes,1,Yes,6/30/2018
No,1,1,1,41.94698528,8,No,No,M,2,Medium,14859.87,20,0,No,0,Yes,1/31/2018
No,1,2,1,37.180943,5,No,No,A,1,Medium,12325.72,18,0,No,0,No,9/30/2018
No,1,3,1,15.56261028,3,No,Yes,M,4,Low,16641.2,27,1,Yes,0,Yes,8/31/2018
No,2,4,1,65.72205494,3,No,No,A,3,High,9942.58,21,2,No,1,Yes,8/31/2018
No,1,1,0,40.75776406,7,No,No,M,3,Medium,14320.52,18,0,Yes,1,No,9/30/2018
No,1,0,0,41.40250704,7,No,No,A,5,Medium,13510.38,22,0,Yes,1,No,3/31/2018
No,1,2,0,26.66439446,7,No,No,A,2,Medium,11631.01,21,0,No,1,No,8/31/2018
No,1,3,0,54.00177788,7,No,No,M,3,Low,10874.03,21,0,No,0,No,8/31/2018
No,2,2,0,54.81677534,6,No,Yes,A,5,Medium,12176.66,19,0,Yes,1,No,3/31/2018
No,2,2,0,28.001594,8,No,No,A,2,Medium,13323.16,22,0,No,0,Yes,12/31/2017
No,1,0,0,31.84206631,7,No,No,M,3,Medium,8538.42,28,0,No,2,No,3/31/2018
No,2,1,1,36.00063588,7,No,No,A,4,High,15147.62,20,1,No,0,Yes,6/30/2018
No,1,1,0,31.64228259,5,No,Yes,M,1,High,9216.34,20,0,No,1,Yes,5/31/2018
No,1,1,0,40.47077746,6,No,No,M,4,Medium,10544.18,28,0,No,0,No,1/31/2018
No,1,2,0,32.66196643,6,No,No,A,5,Medium,15108.06,27,1,Yes,2,No,5/31/2018
No,1,1,1,59.22044297,6,No,No,A,2,Medium,13419.86,14,0,No,1,No,5/31/2018
No,1,2,0,44.89955499,7,No,No,A,3,Medium,12095.67,20,1,Yes,1,Yes,7/31/2018
No,1,2,1,38.01805247,4,No,No,M,3,Medium,8529.15,16,0,No,2,No,9/30/2018
No,1,2,0,43.57182089,6,No,No,M,3,Medium,16120.51,25,2,No,0,Yes,9/30/2018
No,0,0,1,28.15514905,6,No,No,A,2,Medium,9586.89,28,0,No,1,No,4/30/2018
No,1,2,0,49.15613976,6,No,No,A,3,Medium,10982.44,24,0,No,2,No,9/30/2018
No,0,0,0,20.80522703,7,No,No,A,5,Medium,15874.23,30,0,No,1,Yes,9/30/2018
No,0,1,0,38.74395881,5,No,No,P,4,Medium,15716.17,29,1,No,2,Yes,7/31/2018
No,1,2,0,35.59750935,6,No,No,A,5,Medium,9924.29,27,0,No,1,No,2/28/2018
No,1,2,1,41.61805587,4,No,No,M,2,Low,12219.65,7,0,No,1,Yes,2/28/2018
No,1,0,1,45.59242523,7,No,No,M,2,Medium,11437.89,19,0,No,1,Yes,4/30/2018
No,1,2,0,31.80929618,6,No,No,M,2,Medium,6494.48,28,0,No,0,No,2/28/2018
No,0,1,0,41.70430231,5,No,No,A,3,Medium,11466.65,19,0,No,2,No,5/31/2018
No,2,3,0,34.53150018,4,Yes,No,A,5,Low,15334.13,18,2,Yes,2,No,2/28/2018
No,2,3,0,39.27841738,6,No,No,M,3,Medium,12040.6,14,0,Yes,1,Yes,8/31/2018
No,1,0,0,37.42540196,8,No,No,A,4,High,9062.03,24,0,Yes,1,No,9/30/2018
No,2,2,2,45.58200497,4,Yes,Yes,M,3,Medium,14712.79,15,1,No,1,Yes,8/31/2018
No,1,4,1,52.66600949,8,No,No,M,1,Medium,11121.66,21,0,No,0,Yes,1/31/2018
No,2,4,0,56.86188947,4,Yes,No,A,5,Low,14965.89,19,0,Yes,0,Yes,7/31/2018
No,1,2,0,52.89776315,5,No,No,P,4,Medium,12432.57,27,2,Yes,2,Yes,2/28/2018
No,0,1,0,65.97135888,5,No,No,A,3,Medium,14914.22,21,0,No,1,Yes,7/31/2018
No,0,2,0,53.27183877,5,No,No,A,3,Medium,12952.37,29,1,No,1,No,6/30/2018
No,1,3,0,48.91535878,8,No,No,M,2,Medium,9054.15,21,0,No,0,Yes,6/30/2018
No,1,2,1,39.96543369,4,Yes,Yes,M,2,High,10400.4,25,1,No,0,No,9/30/2018
No,0,1,0,41.12839347,7,No,No,A,3,Medium,13953.21,16,0,Yes,2,No,7/31/2018
No,2,3,1,61.23588328,6,No,No,P,2,Low,11487.05,20,0,No,0,Yes,7/31/2018
No,2,3,1,66.36627491,8,Yes,No,A,2,High,11500.78,14,2,No,1,Yes,6/30/2018
No,1,3,1,40.50218064,5,No,No,A,1,Medium,14623.1,17,2,Yes,1,No,8/31/2018
No,2,2,1,56.4202469,4,No,No,P,3,Low,8356.98,16,0,Yes,2,Yes,12/31/2017
No,0,1,0,34.01400571,5,No,No,P,3,Medium,18415.56,29,1,Yes,1,Yes,4/30/2018
No,2,2,1,50.03999192,7,No,No,A,3,Medium,9152.36,27,0,No,1,Yes,9/30/2018
No,1,1,1,45.13067909,6,No,Yes,M,1,Low,12427.59,18,2,No,0,Yes,3/31/2018
No,0,0,0,39.32425025,8,No,No,P,5,Medium,15518.25,29,0,Yes,1,No,1/31/2018
No,0,1,0,45.66414809,4,No,No,P,4,Low,16210.1,24,0,Yes,0,Yes,1/31/2018
No,0,0,0,28.16274745,7,No,No,A,2,Medium,11860.68,25,0,No,0,No,1/31/2018
No,2,4,1,24.52586887,4,No,No,P,4,Medium,11400.72,25,0,No,1,Yes,5/31/2018
No,1,0,0,62.90043438,4,No,No,M,4,Low,11096.88,20,1,No,1,Yes,6/30/2018
No,1,0,0,32.08071342,4,No,No,M,3,Medium,10326.82,26,0,No,1,Yes,12/31/2017
No,1,2,0,42.25846835,4,No,No,P,5,Medium,16866.41,29,0,Yes,2,No,8/31/2018
No,1,0,0,39.13895128,5,No,No,A,5,Medium,14032.32,23,0,Yes,2,No,6/30/2018
No,0,1,1,46.76132306,8,No,No,M,1,Medium,17628.17,28,1,No,0,Yes,12/31/2017
No,0,1,1,54.34666592,7,Yes,No,M,0,High,6603.92,20,1,No,0,No,12/31/2017
No,1,2,0,16.52629951,6,No,No,M,4,Low,13980.48,21,1,No,2,Yes,1/31/2018
No,0,0,0,41.04017206,8,No,Yes,M,2,Medium,12485.76,29,2,No,0,Yes,7/31/2018
No,1,3,0,53.64461105,5,No,No,A,3,Medium,9892.18,26,0,No,1,Yes,6/30/2018
No,1,1,1,34.23072008,5,No,No,A,2,Medium,9036.14,20,0,Yes,2,Yes,6/30/2018
No,1,0,0,16.64276198,8,No,Yes,A,3,Medium,15066.48,38,0,No,0,No,5/31/2018
No,1,0,1,16.97323678,5,No,No,A,2,Medium,11252.35,28,0,No,1,No,3/31/2018
No,1,1,0,43.39341813,3,No,No,M,5,Medium,14732.83,26,0,Yes,0,Yes,1/31/2018
No,1,3,1,71.477367,6,Yes,Yes,M,0,Low,11271.68,15,2,No,0,Yes,6/30/2018
No,0,2,1,41.98284313,7,No,No,A,3,Medium,14312.69,32,0,No,0,Yes,8/31/2018
No,1,3,1,71.99174861,4,Yes,Yes,M,0,High,5120.42,20,2,No,0,Yes,2/28/2018
No,1,1,0,23.86193634,6,No,No,A,3,Medium,13547.92,19,0,No,2,Yes,7/31/2018
No,1,2,0,42.08247207,7,No,No,A,2,Medium,9018.24,22,0,No,2,Yes,9/30/2018
No,2,3,1,36.31337126,5,No,No,A,4,Medium,12782.45,28,2,No,1,Yes,3/31/2018
No,0,0,0,30.4773936,4,No,No,M,5,Medium,13922.29,21,0,No,1,Yes,2/28/2018
No,1,1,1,58.80013669,7,Yes,Yes,M,1,High,5812.17,18,0,No,1,Yes,8/31/2018
No,1,1,1,53.93535594,7,No,No,A,3,Medium,10394.69,31,0,Yes,0,Yes,3/31/2018
No,0,0,0,21.07786149,6,No,Yes,M,2,Medium,10016.66,27,0,Yes,1,Yes,9/30/2018
No,1,4,0,36.87107169,3,No,No,M,3,Medium,11738.32,22,0,No,0,Yes,9/30/2018
No,2,0,0,33.29110933,5,No,Yes,A,5,High,16143.6,27,0,No,0,Yes,8/31/2018
No,2,3,1,67.37704144,6,No,Yes,M,2,Low,12575.31,15,2,No,0,Yes,3/31/2018
No,1,3,1,46.23679031,6,No,No,A,5,Medium,13241.62,20,0,Yes,2,No,5/31/2018
No,1,0,0,37.53761425,4,No,Yes,M,3,Medium,12844.17,19,0,No,1,Yes,9/30/2018
No,2,2,1,51.96454704,3,No,No,M,1,Medium,7829.75,20,0,No,0,Yes,2/28/2018
No,2,0,0,46.21103892,5,No,No,P,5,Low,16549.22,23,0,Yes,0,Yes,5/31/2018
No,1,0,0,33.09433194,4,No,No,M,2,Medium,14068.42,18,0,No,1,Yes,7/31/2018
No,2,3,0,36.7520533,5,No,No,M,5,Medium,15408.4,26,1,Yes,1,No,4/30/2018
No,2,3,1,38.34769641,5,No,No,A,2,Medium,12561.2,18,1,No,0,No,7/31/2018
No,1,0,0,36.64895833,7,No,No,M,2,Medium,7081.15,28,0,No,1,No,4/30/2018
No,2,3,1,42.06407671,5,No,Yes,P,2,Medium,15628.37,20,1,No,0,Yes,7/31/2018
No,0,0,0,40.12972254,6,No,No,M,2,Medium,11228.26,23,0,No,0,Yes,9/30/2018
No,1,3,0,27.05987663,7,No,No,M,2,Medium,12195.19,20,0,No,0,Yes,3/31/2018
No,1,0,0,47.49572986,5,No,No,P,5,Low,13160.08,24,0,Yes,0,No,1/31/2018
No,1,2,0,37.95831934,5,No,No,M,2,Medium,10792.41,20,1,No,1,Yes,1/31/2018
No,2,3,1,35.92714899,6,No,Yes,M,2,Medium,10943.88,20,0,No,1,Yes,1/31/2018
No,1,2,2,82.3687312,5,Yes,Yes,A,3,Low,16613.26,20,2,Yes,0,Yes,5/31/2018
No,1,1,0,37.85429519,5,No,No,A,5,Medium,12780.75,23,0,No,1,No,8/31/2018
No,1,0,0,55.2204023,6,No,No,A,4,Medium,12950.05,24,0,Yes,1,Yes,5/31/2018
No,1,3,0,21.29511185,6,No,No,A,3,Medium,9505.18,32,0,Yes,2,Yes,9/30/2018
No,1,3,0,57.92385039,5,No,No,M,0,Medium,8785.23,26,0,No,0,Yes,3/31/2018
No,1,2,1,54.16108175,6,No,No,P,3,Low,11418.21,31,0,No,0,Yes,12/31/2017
No,1,1,1,48.59894271,5,No,No,M,2,Medium,12249.8,20,1,No,1,Yes,7/31/2018
No,1,3,2,47.04062735,3,Yes,No,A,4,High,9999.77,28,2,Yes,1,No,8/31/2018
No,1,3,0,38.04494684,5,Yes,Yes,M,1,Low,9887.34,7,2,No,2,Yes,7/31/2018
No,1,1,1,50.70624811,6,No,No,A,4,Medium,12792.36,23,0,Yes,1,Yes,8/31/2018
No,1,1,0,39.52684051,6,No,No,M,2,High,16822.45,13,0,No,0,Yes,9/30/2018
No,0,0,0,41.95390608,7,No,No,M,2,Medium,8279.67,22,0,No,1,No,9/30/2018
No,0,0,0,33.99600267,8,No,No,P,5,Medium,18066.81,27,0,Yes,1,No,5/31/2018
No,0,0,0,7.835231773,6,No,No,M,3,Medium,12221.05,20,0,No,2,No,3/31/2018
No,1,1,1,32.60054857,6,No,No,M,2,High,9887.51,20,0,No,1,Yes,5/31/2018
No,2,4,1,54.98279683,4,Yes,No,A,4,Low,10104.85,24,1,No,0,Yes,5/31/2018
No,1,1,0,38.34919256,7,No,No,P,5,Medium,12208.59,25,0,No,2,No,6/30/2018
No,0,2,0,33.41243146,6,No,No,A,2,Medium,13817.66,15,0,No,1,Yes,6/30/2018
No,1,2,1,31.16784967,6,No,No,M,2,Medium,14635.55,18,2,No,0,Yes,8/31/2018
No,2,1,0,54.37210052,6,No,No,M,2,Low,12336.68,24,1,No,0,Yes,5/31/2018
No,2,2,1,31.89144367,6,No,No,P,4,Low,13381.18,24,0,Yes,1,No,4/30/2018
No,2,2,1,23.35038216,7,No,No,A,4,Medium,14507.22,31,1,Yes,1,No,12/31/2017
No,0,0,0,23.89740956,8,No,No,A,3,Medium,10573.54,32,0,No,1,No,5/31/2018
No,0,2,1,55.50581676,7,Yes,No,M,1,High,3326.32,26,2,No,0,No,9/30/2018
No,1,2,1,53.29186932,6,No,No,A,3,Medium,16736.02,18,0,Yes,0,No,4/30/2018
No,2,3,2,47.0582078,6,Yes,Yes,A,3,Low,7362.2,19,0,No,0,Yes,12/31/2017
No,2,3,2,46.83874135,5,No,No,A,4,Medium,14825.57,16,0,Yes,1,No,3/31/2018
No,1,3,0,55.4035345,7,No,No,A,3,Low,10985.12,20,0,No,1,No,9/30/2018
No,1,2,1,71.54174554,5,No,Yes,M,3,Medium,10015.96,21,0,No,0,No,2/28/2018
No,2,3,1,33.11032365,7,No,No,A,3,High,12405.42,25,0,No,0,Yes,9/30/2018
No,1,2,0,42.87440357,6,No,No,M,3,Medium,10141.69,19,0,Yes,2,Yes,7/31/2018
No,1,2,0,53.50298983,6,No,No,M,2,Medium,12163.9,18,2,No,0,Yes,1/31/2018
No,0,2,0,41.63135512,7,No,Yes,P,5,Medium,14671.12,28,0,No,1,No,8/31/2018
No,1,2,0,31.59421641,6,Yes,No,A,5,High,16010.57,27,2,No,0,Yes,8/31/2018
No,2,2,0,30.29726525,6,No,Yes,A,2,Medium,9254.4,25,2,Yes,1,Yes,2/28/2018
No,0,0,0,23.18984573,6,No,No,A,4,Medium,17370.72,29,1,Yes,1,Yes,1/31/2018
No,1,1,1,39.27944746,4,Yes,Yes,P,5,High,14364.72,27,0,No,2,No,8/31/2018
